Year,Month,Day,Hour,TwitterVolume
2012,07,06,01,127801
2012,07,06,02,116454
2012,07,06,03,116771
2012,07,06,04,122326
2012,07,06,05,138233
2012,07,06,06,166368
2012,07,06,07,188842
2012,07,06,08,212248
2012,07,06,09,216548
2012,07,06,10,206036
2012,07,06,11,186423
2012,07,06,12,44556
2012,07,06,13,168010
2012,07,06,14,169616
2012,07,06,15,172725
2012,07,06,16,176542
2012,07,06,17,170397
2012,07,06,18,170477
2012,07,06,19,177428
2012,07,06,20,189840
2012,07,06,21,191071
2012,07,06,22,187511
2012,07,06,23,163983
2012,07,07,00,141083
2012,07,07,01,124054
2012,07,07,02,116849
2012,07,07,03,110748
2012,07,07,04,111963
2012,07,07,05,121980
2012,07,07,06,139338
2012,07,07,07,166501
2012,07,07,08,192445
2012,07,07,09,207587
2012,07,07,10,198030
2012,07,07,11,190978
2012,07,07,12,174461
2012,07,07,13,159207
2012,07,07,14,153514
2012,07,07,15,154760
2012,07,07,16,158052
2012,07,07,17,160390
2012,07,07,18,158939
2012,07,07,19,166073
2012,07,07,20,181023
2012,07,07,21,191743
2012,07,07,22,196268
2012,07,07,23,172767
2012,07,08,00,143577
2012,07,08,01,128182
2012,07,08,02,117622
2012,07,08,03,112816
2012,07,08,04,115618
2012,07,08,05,128296
2012,07,08,06,143827
2012,07,08,07,165691
2012,07,08,08,186305
2012,07,08,09,192026
2012,07,08,10,184179
2012,07,08,11,181639
2012,07,08,12,163876
2012,07,08,13,164412
2012,07,08,14,164641
2012,07,08,15,171211
2012,07,08,16,177177
2012,07,08,17,170523
2012,07,08,18,169165
2012,07,08,19,180072
2012,07,08,20,189082
2012,07,08,21,198006
2012,07,08,22,185375
2012,07,08,23,161955
2012,07,09,00,138388
2012,07,09,01,121344
2012,07,09,02,111260
2012,07,09,03,111689
2012,07,09,04,119942
2012,07,09,05,137844
2012,07,09,06,156408
2012,07,09,07,173331
2012,07,09,08,189820
2012,07,09,09,198985
2012,07,09,10,190894
2012,07,09,11,175685
2012,07,09,12,172582
2012,07,09,13,165418
2012,07,09,14,166996
2012,07,09,15,178271
2012,07,09,16,184710
2012,07,09,17,176318
2012,07,09,18,199979
2012,07,09,19,188896
2012,07,09,20,198675
2012,07,09,21,197907
2012,07,09,22,185108
2012,07,09,23,157279
2012,07,10,00,135949
2012,07,10,01,120074
2012,07,10,02,112244
2012,07,10,03,113606
2012,07,10,04,120012
2012,07,10,05,136622
2012,07,10,06,159311
2012,07,10,07,180224
2012,07,10,08,194543
2012,07,10,09,201672
2012,07,10,10,190197
2012,07,10,11,180976
2012,07,10,12,172040
2012,07,10,13,172133
2012,07,10,14,173518
2012,07,10,15,180883
2012,07,10,16,186894
2012,07,10,17,182256
2012,07,10,18,182425
2012,07,10,19,191873
2012,07,10,20,201977
2012,07,10,21,211243
2012,07,10,22,193348
2012,07,10,23,169308
2012,07,11,00,143935
2012,07,11,01,126661
2012,07,11,02,116930
2012,07,11,03,115985
2012,07,11,04,125076
2012,07,11,05,136962
2012,07,11,06,159103
2012,07,11,07,178988
2012,07,11,08,197484
2012,07,11,09,201211
2012,07,11,10,194027
2012,07,11,11,180783
2012,07,11,12,169395
2012,07,11,13,168628
2012,07,11,14,173339
2012,07,11,15,184638
2012,07,11,16,186947
2012,07,11,17,180530
2012,07,11,18,178879
2012,07,11,19,192827
2012,07,11,20,204998
2012,07,11,21,212607
2012,07,11,22,192592
2012,07,11,23,167117
2012,07,12,00,145597
2012,07,12,01,127603
2012,07,12,02,117844
2012,07,12,03,115141
2012,07,12,04,122866
2012,07,12,05,138025
2012,07,12,06,160790
2012,07,12,07,184733
2012,07,12,08,200663
2012,07,12,09,204073
2012,07,12,10,193913
2012,07,12,11,182859
2012,07,12,12,171057
2012,07,12,13,172003
2012,07,12,14,177847
2012,07,12,15,180847
2012,07,12,16,188792
2012,07,12,17,184034
2012,07,12,18,178994
2012,07,12,19,189828
2012,07,12,20,197404
2012,07,12,21,202423
2012,07,12,22,190686
2012,07,12,23,166338
2012,07,13,00,147316
2012,07,13,01,128634
2012,07,13,02,121679
2012,07,13,03,118806
2012,07,13,04,125847
2012,07,13,05,141559
2012,07,13,06,166085
2012,07,13,07,189189
2012,07,13,08,192413
2012,07,13,09,198559
2012,07,13,10,193663
2012,07,13,11,183446
2012,07,13,12,174227
2012,07,13,13,166488
2012,07,13,14,165945
2012,07,13,15,171073
2012,07,13,16,173266
2012,07,13,17,170355
2012,07,13,18,168131
2012,07,13,19,175020
2012,07,13,20,182146
2012,07,13,21,187340
2012,07,13,22,182522
2012,07,13,23,163765
2012,07,14,00,140962
2012,07,14,01,124827
2012,07,14,02,116828
2012,07,14,03,114465
2012,07,14,04,115257
2012,07,14,05,127678
2012,07,14,06,144469
2012,07,14,07,165629
2012,07,14,08,185104
2012,07,14,09,197545
2012,07,14,10,188803
2012,07,14,11,173603
2012,07,14,12,160807
2012,07,14,13,149581
2012,07,14,14,148690
2012,07,14,15,150766
2012,07,14,16,151563
2012,07,14,17,158226
2012,07,14,18,159543
2012,07,14,19,165685
2012,07,14,20,177375
2012,07,14,21,184459
2012,07,14,22,178707
2012,07,14,23,162000
2012,07,15,00,141230
2012,07,15,01,124217
2012,07,15,02,115693
2012,07,15,03,111932
2012,07,15,04,114265
2012,07,15,05,125604
2012,07,15,06,144582
2012,07,15,07,164641
2012,07,15,08,183706
2012,07,15,09,187158
2012,07,15,10,175772
2012,07,15,11,172146
2012,07,15,12,164086
2012,07,15,13,164220
2012,07,15,14,164713
2012,07,15,15,168332
2012,07,15,16,173718
2012,07,15,17,175630
2012,07,15,18,175304
2012,07,15,19,189884
2012,07,15,20,197911
2012,07,15,21,199843
2012,07,15,22,188667
2012,07,15,23,164787
2012,07,16,00,142019
2012,07,16,01,125407
2012,07,16,02,115358
2012,07,16,03,116587
2012,07,16,04,121571
2012,07,16,05,137567
2012,07,16,06,159261
2012,07,16,07,181746
2012,07,16,08,196642
2012,07,16,09,203383
2012,07,16,10,189599
2012,07,16,11,180177
2012,07,16,12,164183
2012,07,16,13,155140
2012,07,16,14,160504
2012,07,16,15,165734
2012,07,16,16,182616
2012,07,16,17,186078
2012,07,16,18,192910
2012,07,16,19,185230
2012,07,16,20,196280
2012,07,16,21,200803
2012,07,16,22,185775
2012,07,16,23,162437
2012,07,17,00,139091
2012,07,17,01,122552
2012,07,17,02,112730
2012,07,17,03,112070
2012,07,17,04,120740
2012,07,17,05,136056
2012,07,17,06,156814
2012,07,17,07,178912
2012,07,17,08,195795
2012,07,17,09,201177
2012,07,17,10,189725
2012,07,17,11,177835
2012,07,17,12,172506
2012,07,17,13,171428
2012,07,17,14,175430
2012,07,17,15,183742
2012,07,17,16,188844
2012,07,17,17,182780
2012,07,17,18,180333
2012,07,17,19,188763
2012,07,17,20,200086
2012,07,17,21,208130
2012,07,17,22,191618
2012,07,17,23,166771
2012,07,18,00,143813
2012,07,18,01,127411
2012,07,18,02,118423
2012,07,18,03,118158
2012,07,18,04,125802
2012,07,18,05,143276
2012,07,18,06,163288
2012,07,18,07,188016
2012,07,18,08,205853
2012,07,18,09,208835
2012,07,18,10,194850
2012,07,18,11,184939
2012,07,18,12,178057
2012,07,18,13,175746
2012,07,18,14,181276
2012,07,18,15,188565
2012,07,18,16,191042
2012,07,18,17,186040
2012,07,18,18,185892
2012,07,18,19,198884
2012,07,18,20,213369
2012,07,18,21,218452
2012,07,18,22,203159
2012,07,18,23,174171
2012,07,19,00,148316
2012,07,19,01,129974
2012,07,19,02,123358
2012,07,19,03,121323
2012,07,19,04,129321
2012,07,19,05,147011
2012,07,19,06,168818
2012,07,19,07,190325
2012,07,19,08,205395
2012,07,19,09,214747
2012,07,19,10,198169
2012,07,19,11,180556
2012,07,19,12,170088
2012,07,19,13,171148
2012,07,19,14,173756
2012,07,19,15,181851
2012,07,19,16,188550
2012,07,19,17,184583
2012,07,19,18,187547
2012,07,19,19,201982
2012,07,19,20,212403
2012,07,19,21,220158
2012,07,19,22,202771
2012,07,19,23,177504
2012,07,20,00,156250
2012,07,20,01,137555
2012,07,20,02,126949
2012,07,20,03,127438
2012,07,20,04,131864
2012,07,20,05,146710
2012,07,20,06,164309
2012,07,20,07,199892
2012,07,20,08,217507
2012,07,20,09,218134
2012,07,20,10,202341
2012,07,20,11,184601
2012,07,20,12,178029
2012,07,20,13,172848
2012,07,20,14,173530
2012,07,20,15,192229
2012,07,20,16,179935
2012,07,20,17,166607
2012,07,20,18,166797
2012,07,20,19,179889
2012,07,20,20,194433
2012,07,20,21,204548
2012,07,20,22,198125
2012,07,20,23,176100
2012,07,21,00,153651
2012,07,21,01,139765
2012,07,21,02,127661
2012,07,21,03,123841
2012,07,21,04,124632
2012,07,21,05,132698
2012,07,21,06,140046
2012,07,21,07,168517
2012,07,21,08,192791
2012,07,21,09,202425
2012,07,21,10,189021
2012,07,21,11,171264
2012,07,21,12,154888
2012,07,21,13,150072
2012,07,21,14,161654
2012,07,21,15,182118
2012,07,21,16,166858
2012,07,21,17,159408
2012,07,21,18,161074
2012,07,21,19,167883
2012,07,21,20,182748
2012,07,21,21,190097
2012,07,21,22,187063
2012,07,21,23,170541
2012,07,22,00,153928
2012,07,22,01,139431
2012,07,22,02,127809
2012,07,22,03,122474
2012,07,22,04,123437
2012,07,22,05,130302
2012,07,22,06,143533
2012,07,22,07,169536
2012,07,22,08,191923
2012,07,22,09,195816
2012,07,22,10,182738
2012,07,22,11,169466
2012,07,22,12,158014
2012,07,22,13,155009
2012,07,22,14,167315
2012,07,22,15,186277
2012,07,22,16,190039
2012,07,22,17,185906
2012,07,22,18,193544
2012,07,22,19,216946
2012,07,22,20,208954
2012,07,22,21,211782
2012,07,22,22,196333
2012,07,22,23,168707
2012,07,23,00,147418
2012,07,23,01,133238
2012,07,23,02,123112
2012,07,23,03,127272
2012,07,23,04,133885
2012,07,23,05,144112
2012,07,23,06,159543
2012,07,23,07,189262
2012,07,23,08,202955
2012,07,23,09,203037
2012,07,23,10,189431
2012,07,23,11,184763
2012,07,23,12,174122
2012,07,23,13,177417
2012,07,23,14,176575
2012,07,23,15,192637
2012,07,23,16,193404
2012,07,23,17,187253
2012,07,23,18,197273
2012,07,23,19,201017
2012,07,23,20,209059
2012,07,23,21,210404
2012,07,23,22,191902
2012,07,23,23,170459
2012,07,24,00,146886
2012,07,24,01,130778
2012,07,24,02,120427
2012,07,24,03,119317
2012,07,24,04,125814
2012,07,24,05,139283
2012,07,24,06,159648
2012,07,24,07,183050
2012,07,24,08,203589
2012,07,24,09,202302
2012,07,24,10,193215
2012,07,24,11,178319
2012,07,24,12,168258
2012,07,24,13,165580
2012,07,24,14,178793
2012,07,24,15,192114
2012,07,24,16,191431
2012,07,24,17,194854
2012,07,24,18,188756
2012,07,24,19,198968
2012,07,24,20,211471
2012,07,24,21,222674
2012,07,24,22,207064
2012,07,24,23,176981
2012,07,25,00,154868
2012,07,25,01,133233
2012,07,25,02,73264
2012,07,25,07,170450
2012,07,25,08,212708
2012,07,25,09,210701
2012,07,25,10,201068
2012,07,25,11,191836
2012,07,25,12,176998
2012,07,25,13,173868
2012,07,25,14,183371
2012,07,25,15,197627
2012,07,25,16,197304
2012,07,25,17,187752
2012,07,25,18,186568
2012,07,25,19,199049
2012,07,25,20,213352
2012,07,25,21,218563
2012,07,25,22,200189
2012,07,25,23,177976
2012,07,26,00,157833
2012,07,26,01,139270
2012,07,26,02,125985
2012,07,26,03,124284
2012,07,26,04,131105
2012,07,26,05,142820
2012,07,26,06,161130
2012,07,26,07,187009
2012,07,26,08,216007
2012,07,26,09,76316
2012,07,26,10,37738
2012,07,26,11,158677
2012,07,26,12,174470
2012,07,26,13,172499
2012,07,26,14,178728
2012,07,26,15,195575
2012,07,26,16,197481
2012,07,26,17,193944
2012,07,26,18,190606
2012,07,26,19,199694
2012,07,26,20,213214
2012,07,26,21,217938
2012,07,26,22,205065
2012,07,26,23,182724
2012,07,27,00,141081
2012,07,27,01,135698
2012,07,27,02,129172
2012,07,27,03,128303
2012,07,27,04,137794
2012,07,27,05,145176
2012,07,27,06,161449
2012,07,27,07,187400
2012,07,27,08,213846
2012,07,27,09,214989
2012,07,27,10,204463
2012,07,27,11,188288
2012,07,27,12,176330
2012,07,27,13,176758
2012,07,27,14,223678
2012,07,27,15,228130
2012,07,27,16,232061
2012,07,27,17,221599
2012,07,27,18,192195
2012,07,27,19,191617
2012,07,27,20,199809
2012,07,27,21,212401
2012,07,27,22,192909
2012,07,27,23,174153
2012,07,28,00,151133
2012,07,28,01,133589
2012,07,28,02,121477
2012,07,28,03,117453
2012,07,28,04,118827
2012,07,28,05,124704
2012,07,28,06,143263
2012,07,28,07,168465
2012,07,28,08,195026
2012,07,28,09,208686
2012,07,28,10,199749
2012,07,28,11,180099
2012,07,28,12,166669
2012,07,28,13,158653
2012,07,28,14,156108
2012,07,28,15,169177
2012,07,28,16,168631
2012,07,28,17,163872
2012,07,28,18,162445
2012,07,28,19,175440
2012,07,28,20,185874
2012,07,28,21,194318
2012,07,28,22,188972
2012,07,28,23,171557
2012,07,29,00,165098
2012,07,29,01,143384
2012,07,29,02,123713
2012,07,29,03,118900
2012,07,29,04,118753
2012,07,29,05,126075
2012,07,29,06,146899
2012,07,29,07,172205
2012,07,29,08,195862
2012,07,29,09,197678
2012,07,29,10,186734
2012,07,29,11,178713
2012,07,29,12,169547
2012,07,29,13,167096
2012,07,29,14,177935
2012,07,29,15,185528
2012,07,29,16,185413
2012,07,29,17,178258
2012,07,29,18,181016
2012,07,29,19,185455
2012,07,29,20,204467
2012,07,29,21,208026
2012,07,29,22,192503
2012,07,29,23,174584
2012,07,30,00,150633
2012,07,30,01,128422
2012,07,30,02,119997
2012,07,30,03,121376
2012,07,30,04,128299
2012,07,30,05,140101
2012,07,30,06,160370
2012,07,30,07,184157
2012,07,30,08,208159
2012,07,30,09,210543
2012,07,30,10,199441
2012,07,30,11,184162
2012,07,30,12,181028
2012,07,30,13,181537
2012,07,30,14,182016
2012,07,30,15,193473
2012,07,30,16,195895
2012,07,30,17,192835
2012,07,30,18,202972
2012,07,30,19,202634
2012,07,30,20,213942
2012,07,30,21,212000
2012,07,30,22,193720
2012,07,30,23,169505
2012,07,31,00,147428
2012,07,31,01,130997
2012,07,31,02,120567
2012,07,31,03,121854
2012,07,31,04,129937
2012,07,31,05,143440
2012,07,31,06,166226
2012,07,31,07,187232
2012,07,31,08,210742
2012,07,31,09,214691
2012,07,31,10,202429
2012,07,31,11,186895
2012,07,31,12,177361
2012,07,31,13,177975
2012,07,31,14,181344
2012,07,31,15,197613
2012,07,31,16,196479
2012,07,31,17,187646
2012,07,31,18,183270
2012,07,31,19,192808
2012,07,31,20,206537
2012,07,31,21,215814
2012,07,31,22,192703
2012,07,31,23,168200
2012,08,01,00,146986
2012,08,01,01,129367
2012,08,01,02,119970
2012,08,01,03,122020
2012,08,01,04,131103
2012,08,01,05,148739
2012,08,01,06,167103
2012,08,01,07,186777
2012,08,01,08,205511
2012,08,01,09,212318
2012,08,01,10,202353
2012,08,01,11,191253
2012,08,01,12,175731
2012,08,01,13,175727
2012,08,01,14,180772
2012,08,01,15,191826
2012,08,01,16,191393
2012,08,01,17,186261
2012,08,01,18,183608
2012,08,01,19,194982
2012,08,01,20,204897
2012,08,01,21,205603
2012,08,01,22,189978
2012,08,01,23,166694
2012,08,02,00,147793
2012,08,02,01,129346
2012,08,02,02,121338
2012,08,02,03,121700
2012,08,02,04,131949
2012,08,02,05,146186
2012,08,02,06,163732
2012,08,02,07,185584
2012,08,02,08,207014
2012,08,02,09,208388
2012,08,02,10,198722
2012,08,02,11,185066
2012,08,02,12,170398
2012,08,02,13,171012
2012,08,02,14,176901
2012,08,02,15,192314
2012,08,02,16,196438
2012,08,02,17,186177
2012,08,02,18,186052
2012,08,02,19,191139
2012,08,02,20,203274
2012,08,02,21,213250
2012,08,02,22,195887
2012,08,02,23,171183
2012,08,03,00,149234
2012,08,03,01,132754
2012,08,03,02,124686
2012,08,03,03,124927
2012,08,03,04,133090
2012,08,03,05,143008
2012,08,03,06,164363
2012,08,03,07,198032
2012,08,03,08,207895
2012,08,03,09,213643
2012,08,03,10,203490
2012,08,03,11,188555
2012,08,03,12,175574
2012,08,03,13,167302
2012,08,03,14,180834
2012,08,03,15,169385
2012,08,03,17,114457
2012,08,03,18,183793
2012,08,03,19,188905
2012,08,03,20,204518
2012,08,03,21,205866
2012,08,03,22,190667
2012,08,03,23,173912
2012,08,04,00,151721
2012,08,04,01,134086
2012,08,04,02,122382
2012,08,04,03,117951
2012,08,04,04,119298
2012,08,04,05,131161
2012,08,04,06,150079
2012,08,04,07,171333
2012,08,04,08,197665
2012,08,04,09,208497
2012,08,04,10,201277
2012,08,04,11,185653
2012,08,04,12,168799
2012,08,04,13,164201
2012,08,04,14,174095
2012,08,04,15,181471
2012,08,04,16,177147
2012,08,04,17,169576
2012,08,04,18,166096
2012,08,04,19,178644
2012,08,04,20,191713
2012,08,04,21,198963
2012,08,04,22,192672
2012,08,04,23,175828
2012,08,05,00,153266
2012,08,05,01,133254
2012,08,05,02,120165
2012,08,05,03,114672
2012,08,05,04,118409
2012,08,05,05,123809
2012,08,05,06,146880
2012,08,05,07,178358
2012,08,05,08,195585
2012,08,05,09,205452
2012,08,05,10,189805
2012,08,05,11,180348
2012,08,05,12,178129
2012,08,05,13,175169
2012,08,05,14,194473
2012,08,05,15,198494
2012,08,05,16,187846
2012,08,05,17,184409
2012,08,05,18,188664
2012,08,05,19,196445
2012,08,05,20,203120
2012,08,05,21,209727
2012,08,05,22,191287
2012,08,05,23,172499
2012,08,06,00,145728
2012,08,06,01,124878
2012,08,06,02,117807
2012,08,06,03,119750
2012,08,06,04,129084
2012,08,06,05,139788
2012,08,06,06,159122
2012,08,06,07,185624
2012,08,06,08,202169
2012,08,06,09,204074
2012,08,06,10,195925
2012,08,06,11,192876
2012,08,06,12,171694
2012,08,06,13,172698
2012,08,06,14,183643
2012,08,06,15,203203
2012,08,06,16,198025
2012,08,06,17,192755
2012,08,06,18,209707
2012,08,06,19,208791
2012,08,06,20,213745
2012,08,06,21,214731
2012,08,06,22,196369
2012,08,06,23,169468
2012,08,07,00,144821
2012,08,07,01,130484
2012,08,07,02,119985
2012,08,07,03,123761
2012,08,07,04,131635
2012,08,07,05,144782
2012,08,07,06,165178
2012,08,07,07,186360
2012,08,07,08,207106
2012,08,07,09,214228
2012,08,07,10,209701
2012,08,07,11,203066
2012,08,07,12,181756
2012,08,07,13,175072
2012,08,07,14,182798
2012,08,07,15,195409
2012,08,07,16,197722
2012,08,07,17,204481
2012,08,07,18,195077
2012,08,07,19,205513
2012,08,07,20,214395
2012,08,07,21,213113
2012,08,07,22,195319
2012,08,07,23,170005
2012,08,08,00,149379
2012,08,08,01,128605
2012,08,08,02,120323
2012,08,08,03,108885
2012,08,08,04,133664
2012,08,08,05,149397
2012,08,08,06,171485
2012,08,08,07,197812
2012,08,08,08,209281
2012,08,08,09,214239
2012,08,08,10,203450
2012,08,08,11,191334
2012,08,08,12,179416
2012,08,08,13,178837
2012,08,08,14,184108
2012,08,08,15,196912
2012,08,08,16,195997
2012,08,08,17,195836
2012,08,08,18,189339
2012,08,08,19,209365
2012,08,08,20,218660
2012,08,08,21,214019
2012,08,08,22,193847
2012,08,08,23,173685
2012,08,09,00,148304
2012,08,09,01,129779
2012,08,09,02,120871
2012,08,09,03,124218
2012,08,09,04,131389
2012,08,09,05,143586
2012,08,09,06,167554
2012,08,09,07,188750
2012,08,09,08,209823
2012,08,09,09,209594
2012,08,09,10,204105
2012,08,09,11,188361
2012,08,09,12,182589
2012,08,09,13,185492
2012,08,09,14,200373
2012,08,09,15,199443
2012,08,09,16,202097
2012,08,09,17,197966
2012,08,09,18,202098
2012,08,09,19,208436
2012,08,09,20,219923
2012,08,09,21,223634
2012,08,09,22,201547
2012,08,09,23,173917
2012,08,10,00,149949
2012,08,10,01,133859
2012,08,10,02,122824
2012,08,10,03,124311
2012,08,10,04,134159
2012,08,10,05,152523
2012,08,10,06,164851
2012,08,10,07,188241
2012,08,10,08,211864
2012,08,10,09,198884
2012,08,10,10,211742
2012,08,10,11,194626
2012,08,10,12,179483
2012,08,10,13,179205
2012,08,10,14,190427
2012,08,10,15,193820
2012,08,10,16,188849
2012,08,10,17,183252
2012,08,10,18,182722
2012,08,10,19,192773
2012,08,10,20,202304
2012,08,10,21,205405
2012,08,10,22,193905
2012,08,10,23,177042
2012,08,11,00,148135
2012,08,11,01,131590
2012,08,11,02,121187
2012,08,11,03,118712
2012,08,11,04,123414
2012,08,11,05,126042
2012,08,11,06,149546
2012,08,11,07,176485
2012,08,11,08,208585
2012,08,11,09,234924
2012,08,11,10,222129
2012,08,11,11,189574
2012,08,11,12,179717
2012,08,11,13,174810
2012,08,11,14,181609
2012,08,11,15,180445
2012,08,11,16,171459
2012,08,11,17,168594
2012,08,11,18,168848
2012,08,11,19,183472
2012,08,11,20,196596
2012,08,11,21,203658
2012,08,11,22,194091
2012,08,11,23,174996
2012,08,12,00,150646
2012,08,12,01,132326
2012,08,12,02,130878
2012,08,12,03,119432
2012,08,12,04,123443
2012,08,12,05,126745
2012,08,12,06,149255
2012,08,12,07,183759
2012,08,12,08,210934
2012,08,12,09,217511
2012,08,12,10,207873
2012,08,12,11,184234
2012,08,12,12,179419
2012,08,12,13,180377
2012,08,12,14,239563
2012,08,12,15,277523
2012,08,12,16,276112
2012,08,12,17,205994
2012,08,12,18,200003
2012,08,12,19,218866
2012,08,12,20,227358
2012,08,12,21,217707
2012,08,12,22,200765
2012,08,12,23,171549
2012,08,13,00,144531
2012,08,13,01,125561
2012,08,13,02,119660
2012,08,13,03,119385
2012,08,13,04,129772
2012,08,13,05,140736
2012,08,13,06,162992
2012,08,13,07,187192
2012,08,13,08,201046
2012,08,13,09,207098
2012,08,13,10,199467
2012,08,13,11,186803
2012,08,13,12,171773
2012,08,13,13,171172
2012,08,13,14,179129
2012,08,13,15,198223
2012,08,13,16,197499
2012,08,13,17,195338
2012,08,13,18,213303
2012,08,13,19,214368
2012,08,13,20,220298
2012,08,13,21,216976
2012,08,13,22,195709
2012,08,13,23,165288
2012,08,14,00,137835
2012,08,14,01,123242
2012,08,14,02,117608
2012,08,14,03,118688
2012,08,14,04,128199
2012,08,14,05,142339
2012,08,14,06,165863
2012,08,14,07,188631
2012,08,14,08,208846
2012,08,14,09,212045
2012,08,14,10,204832
2012,08,14,11,186993
2012,08,14,12,173820
2012,08,14,13,167948
2012,08,14,14,179320
2012,08,14,15,196944
2012,08,14,16,196678
2012,08,14,17,194382
2012,08,14,18,201476
2012,08,14,19,217108
2012,08,14,20,225444
2012,08,14,21,225519
2012,08,14,22,205856
2012,08,14,23,171695
2012,08,15,00,143734
2012,08,15,01,116123
2012,08,15,02,107517
2012,08,15,03,111712
2012,08,15,04,130204
2012,08,15,05,143622
2012,08,15,06,164999
2012,08,15,07,188523
2012,08,15,08,211243
2012,08,15,09,220313
2012,08,15,10,214104
2012,08,15,11,192929
2012,08,15,12,184953
2012,08,15,13,180607
2012,08,15,14,193325
2012,08,15,15,206705
2012,08,15,16,204358
2012,08,15,17,199773
2012,08,15,18,203458
2012,08,15,19,214519
2012,08,15,20,227812
2012,08,15,21,221501
2012,08,15,22,202989
2012,08,15,23,173267
2012,08,16,00,147180
2012,08,16,01,130034
2012,08,16,02,121522
2012,08,16,03,124495
2012,08,16,04,133470
2012,08,16,05,144717
2012,08,16,06,167689
2012,08,16,07,191526
2012,08,16,08,210465
2012,08,16,09,214159
2012,08,16,10,211910
2012,08,16,11,193673
2012,08,16,12,171266
2012,08,16,13,169451
2012,08,16,14,180791
2012,08,16,15,196885
2012,08,16,16,203441
2012,08,16,17,191633
2012,08,16,18,193782
2012,08,16,19,208466
2012,08,16,20,217417
2012,08,16,21,218933
2012,08,16,22,196932
2012,08,16,23,166045
2012,08,17,00,143660
2012,08,17,01,126430
2012,08,17,02,120346
2012,08,17,03,123474
2012,08,17,04,134693
2012,08,17,05,152282
2012,08,17,06,172894
2012,08,17,07,194201
2012,08,17,08,218737
2012,08,17,09,221925
2012,08,17,10,212403
2012,08,17,11,188848
2012,08,17,12,176731
2012,08,17,13,168684
2012,08,17,14,169886
2012,08,17,15,190275
2012,08,17,16,189757
2012,08,17,17,179044
2012,08,17,18,181379
2012,08,17,19,194879
2012,08,17,20,205311
2012,08,17,21,203389
2012,08,17,22,193469
2012,08,17,23,173803
2012,08,18,00,150387
2012,08,18,01,131662
2012,08,18,02,123685
2012,08,18,03,119507
2012,08,18,04,122292
2012,08,18,05,136457
2012,08,18,06,170064
2012,08,18,07,192246
2012,08,18,08,210123
2012,08,18,09,219694
2012,08,18,10,213789
2012,08,18,11,192250
2012,08,18,12,171290
2012,08,18,13,165448
2012,08,18,14,158312
2012,08,18,15,160067
2012,08,18,16,168710
2012,08,18,17,169357
2012,08,18,18,171288
2012,08,18,19,182305
2012,08,18,20,185963
2012,08,18,21,188948
2012,08,18,22,179885
2012,08,18,23,161743
2012,08,19,00,137016
2012,08,19,01,127045
2012,08,19,02,113213
2012,08,19,03,107822
2012,08,19,04,113178
2012,08,19,05,125205
2012,08,19,06,144306
2012,08,19,07,171233
2012,08,19,08,194665
2012,08,19,09,201204
2012,08,19,10,197832
2012,08,19,11,180138
2012,08,19,12,169947
2012,08,19,13,167902
2012,08,19,14,168592
2012,08,19,15,172522
2012,08,19,16,175048
2012,08,19,17,177758
2012,08,19,18,186210
2012,08,19,19,199401
2012,08,19,20,205888
2012,08,19,21,204625
2012,08,19,22,182637
2012,08,19,23,153372
2012,08,20,00,129371
2012,08,20,01,115062
2012,08,20,02,109595
2012,08,20,03,114722
2012,08,20,04,122816
2012,08,20,05,143469
2012,08,20,06,158948
2012,08,20,07,180970
2012,08,20,08,197751
2012,08,20,09,203493
2012,08,20,10,195650
2012,08,20,11,175099
2012,08,20,12,160916
2012,08,20,13,160995
2012,08,20,14,173261
2012,08,20,15,178579
2012,08,20,16,181701
2012,08,20,17,185305
2012,08,20,18,208965
2012,08,20,19,204397
2012,08,20,20,211296
2012,08,20,21,206819
2012,08,20,22,177406
2012,08,20,23,150023
2012,08,21,00,122505
2012,08,21,01,107450
2012,08,21,02,107814
2012,08,21,03,113930
2012,08,21,04,123671
2012,08,21,05,144532
2012,08,21,06,159841
2012,08,21,07,182902
2012,08,21,08,198772
2012,08,21,09,198860
2012,08,21,10,190848
2012,08,21,11,173315
2012,08,21,12,158533
2012,08,21,13,157811
2012,08,21,14,165198
2012,08,21,15,180823
2012,08,21,16,191264
2012,08,21,17,190966
2012,08,21,18,193714
2012,08,21,19,204933
2012,08,21,20,209938
2012,08,21,21,209336
2012,08,21,22,181978
2012,08,21,23,149997
2012,08,22,00,124664
2012,08,22,01,112278
2012,08,22,02,109320
2012,08,22,03,115589
2012,08,22,04,129905
2012,08,22,05,149697
2012,08,22,06,169879
2012,08,22,07,0
2012,08,22,08,206395
2012,08,22,09,205111
2012,08,22,10,194658
2012,08,22,11,176883
2012,08,22,12,164306
2012,08,22,13,164917
2012,08,22,14,174721
2012,08,22,15,230394
2012,08,22,16,258342
2012,08,22,17,252506
2012,08,22,18,234485
2012,08,22,19,213725
2012,08,22,20,219848
2012,08,22,21,217815
2012,08,22,22,186882
2012,08,22,23,160281
2012,08,23,00,141044
2012,08,23,01,120863
2012,08,23,02,124722
2012,08,23,03,123984
2012,08,23,04,139995
2012,08,23,05,158310
2012,08,23,06,179958
2012,08,23,07,197693
2012,08,23,08,221422
2012,08,23,09,217560
2012,08,23,10,204999
2012,08,23,11,185261
2012,08,23,12,170590
2012,08,23,13,172251
2012,08,23,14,176167
2012,08,23,15,191159
2012,08,23,16,204077
2012,08,23,17,187731
2012,08,23,18,189154
